"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"2",8,"P","2",184.219696044922,89.7375,0.946,"1",13741.2972624646,109159.740974071
"1",3.5,"P","2",193.878509521484,84.95315,0.946,"1",0,139401.606922709
"2",10.9,"P","2",132.968032836914,15.8843,2.15,"2",448802.425891091,60279.557329133
"2",4.2,"P","2",189.974060058594,40.3407,1.548,"2",8300,19721.3507014948
"1",8.4,"P","2",123.115875244141,92.8125,1.247,"1",15144.5781245828,109690.26702674
"1",55.54,"K/Ka","2",56.9850578308105,22.5001,10.32,"1",0,118066.666666667
"1",0.25,"P","2",71.5343017578125,92.8125,2.408,"1",0,30775.0572003424
"1",50,"K/Ka","2",171.804656982422,13.6537,2.279,"1",0,4533.33333333333
"1",11.4,"P","2",66.1702728271484,71.098175,1.29,"1",47744.0234046895,1063.24660181999
"1",1,"P","2",211.027847290039,92.8125,1.677,"1",0,13807.9968088772
"2",8,"P","2",183.85481262207,52.53756,1.634,"2",74200.001824682,57465.3493456542
"1",13.7,"P","3",111.015228271484,60.47505,1.548,"2",0,3158.2579193792
"1",7,"P","2",129.220764160156,73.937227,2.064,"1",0,18566.6666666667
"1",7,"P","2",275.203369140625,40.3407,1.548,"2",66.6666666666667,20633.7909918647
"2",6,"P","2",169.685241699219,21.29248,1.978,"3",237221.607481544,139814.413634993
"1",12.9,"P","2",174.713928222656,92.8125,0.5246,"1",52100.732439443,38279.4800976253
"1",12.97,"P","1",81.4584884643555,92.8125,13.545,"1",0,31933.3333333333
"2",10.3,"P","2",175.255325317383,92.8125,1.0664,"1",3933.33333333333,105555.921893283
"1",11.16,"P","2",224.626419067383,92.8125,1.677,"1",0,176481.263872982
"2",5,"P","3",151.366760253906,20.52023,2.064,"1",4620.15030088369,16486.9741491353
"1",8,"P","2",70.8190002441406,92.8125,2.15,"1",749.241338421901,9489.27176552049
"2",8.75,"P","3",168.034927368164,13.28666,1.548,"2",9389.81852841413,13623.0016787847
"2",22.6,"P","2",179.698745727539,92.8125,1.0664,"1",0,104524.341088509
"2",2.2,"P","3",206.469039916992,50.33758,3.87,"3",4164.10178144773,66.6666666666667
"1",13,"P","2",227.13493347168,83.43754,0.774,"1",0,20896.5081553902
"2",6.2,"P","3",145.288024902344,13.28666,1.548,"2",3666.66666666667,7433.32136273384
"1",36,"P","3",184.761611938477,19.74599,2.666,"2",25800,114266.107004702
"2",3,"P","2",61.1984710693359,15.9589,1.935,"2",218708.521607877,21333.3333333333
"1",27,"P","3",118.994514465332,63.57035,1.419,"1",5300,294006.411372894
"1",26.55,"K","1",135.325042724609,45.3126,1.29,"2",15221.735119436,2769.6366480086
"1",5,"P","2",145.805130004883,92.8125,2.064,"1",1933.33333333333,35077.6783124233
"1",26,"P","2",99.4022521972656,22.5938,2.838,"3",0,325479.273266016
"1",6,"P","2",129.357498168945,61.30005,1.548,"1",49033.3333333333,9000
"1",10.8,"P","2",55.4367523193359,46.94383,1.505,"2",356727.557974853,11660.8914258812
"1",27,"P","3",192.538345336914,15.8843,2.666,"2",854.06877542373,405057.57086664
"1",34,"K/P","2",137.100326538086,13.00061,0.989,"1",5494.59856747926,22473.5924498411
"2",10.3,"P","3",109.764213562012,17.11544,1.548,"3",55287.5975181213,708165.996575845
"1",18,"P","2",196.941802978516,92.8125,0.8686,"1",4010.19389977058,40900
"1",8.35,"P","2",47.3543663024902,86.95315,3.268,"1",0,82326.6009946664
"2",20,"K/Ka","2",107.339805603027,22.5938,2.3822,"1",13895.522590618,4033.33333333333
"2",6.04,"P","2",125.86238861084,86.64376,1.032,"1",55666.6666666667,146032.116015799
"1",20,"P","2",106.815277099609,92.8125,0.8686,"1",1000,32754.5161534499
"2",13.69,"P","2",114.845245361328,13.1011,4.902,"2",92731.3358987701,209462.425987048
"1",23,"P","2",82.9617080688477,44.81885,3.096,"2",10808.7495825409,12600
"2",6,"P","2",118.140693664551,92.8125,1.0664,"1",0,95375.7451910945
"1",6.9,"P","3",215.858139038086,28.28132,3.053,"1",0,64291.2571009097
"1",7,"P","2",105.535400390625,55.67504,1.032,"2",156372.264156631,35561.1659847821
"1",14,"P","2",148.834945678711,89.7375,0.946,"1",0,598677.302226419
"1",42,"P","2",344.541809082031,39.1926,2.2704,"1",0,11236.8704300374
"2",8,"K/Ka","2",88.5221557617188,15.474275,1.419,"2",733.333333333333,13900
"1",4.2,"P","3",195.319412231445,64.78444,1.5652,"1",0,209241.294399139
"1",18,"P","2",100.216552734375,48.254755,1.548,"2",0,21774.9091797921
"2",17,"P","2",100.62476348877,21.77217,2.494,"3",23262.1699396981,343353.787484518
"2",4.7,"P","3",217.128829956055,19.74599,2.666,"2",9717.65215328584,36834.6071626564
"2",26,"K/Ka","2",122.417755126953,29.69186,5.719,"1",42568.9852861377,60463.8082542146
"2",27.02,"P","2",58.1322059631348,56.846915,3.354,"2",214430.664991665,471564.626815405
"2",11,"K","1",208.016143798828,19.8654,4.3,"1",79013.4463428343,6261.87332127235
"1",3.59999999999999,"P","2",194.557632446289,92.8125,2.064,"1",0,9233.33333333333
"1",21.5,"P","2",73.4394989013672,60.09349,0.774,"2",6266.66666666667,75207.2544455839
"1",9.5,"P","2",104.396057128906,13.1011,4.902,"2",0,17572.1183205644
"1",29.48,"P","2",128.687210083008,92.8125,2.064,"1",47133.3333333333,0
"1",29,"P","2",179.309417724609,43.574127,1.72,"2",0,213153.950775777
"1",7.62,"P","2",24.5333194732666,92.8125,0.9288,"1",0,74254.1008894477
"1",17,"P","2",122.117767333984,22.5938,2.838,"3",43920.1697329098,153947.186331792
"1",4,"P","2",84.6102447509766,22.5001,2.322,"3",47833.3333333333,44052.7832932314
"1",6.75,"K","1",88.726806640625,78.2938,0.903,"1",5081.97539288861,88733.417211147
"1",4,"P","2",102.173896789551,65.5313,2.58,"1",33.3333333333333,0
"2",8.84999999999999,"P","2",201.506942749023,92.8125,2.064,"1",48329.4988750286,34711.0444132471
"1",5.009,"P","2",213.130844116211,92.8125,0.5246,"1",10533.3333333333,4011.01776386301
"1",31.85,"P","2",89.1652069091797,70.77502,3.096,"1",0,36511.69349025
"2",1.4,"P","3",214.322006225586,50.33758,3.87,"3",2167.35049343357,8296.27858386132
"1",6.29,"P","2",89.7997360229492,84.475329,0.3182,"1",0,16600
"2",4.8,"P","3",205.438827514648,17.11544,1.548,"3",0,214344.36225427
"1",32,"P","2",170.474914550781,92.8125,0.774,"1",0,391013.148566677
"1",4.16,"P","2",194.230087280273,92.8125,0.5246,"1",21814.5570877784,44436.2985514104
"2",16,"P","2",167.643661499023,69.4188,1.29,"1",0,64013.147225976
"1",21.2,"P","2",51.2827606201172,72.978175,1.376,"1",0,0
"2",5.7,"P","2",66.1379241943359,22.84962,2.838,"3",245458.052000355,91804.0747506699
"1",0.77,"P","2",15.7545070648193,92.8125,2.408,"1",0,26877.9877868791
"1",18.3,"P","2",143.40185546875,84.78128,0.645,"1",0,0
"2",5.46,"P","2",174.001586914062,19.69961,3.354,"3",100502.798726855,128988.953577373
"2",3.2,"P","2",106.180137634277,32.5001,1.548,"3",2233.33333333333,38989.0480223345
"1",17,"P","2",175.936477661133,92.8125,0.8686,"1",0,15100
"1",7.5,"P","2",144.595092773438,19.69961,3.354,"3",166096.794045863,47833.3333333333
"1",17.2,"P","2",80.7408981323242,92.8125,0.8686,"1",0,297028.964050739
"1",31,"K","2",15.3916244506836,14.21438,3.44,"2",0,933.333333333333
"2",1.88,"P","2",113.715179443359,72.88128,1.806,"1",41527.3805667336,113110.310975322
"1",3.1,"P","2",126.587043762207,92.8125,2.4854,"1",0,14933.3333333333
"2",5,"P","2",136.236846923828,45.845405,1.548,"2",300,6366.66666666667
"1",7.45,"P","2",74.6481475830078,92.8125,1.376,"1",0,7168.99820153291
"1",3,"P","3",263.544708251953,57.517868,5.1686,"2",233.333333333333,132017.961732012
"2",4,"P","2",116.12345123291,39.93601,1.419,"1",21364.1037339112,10395.7013086726
"1",7.8,"P","3",263.378997802734,72.193776,2.1328,"1",0,5700
"1",63,"P","3",115.099090576172,47.8438,1.548,"2",8709.91865694523,298088.940329322
"1",10.2,"K","1",221.17903137207,83.38128,0.387,"1",0,206.829782327016
"1",5.5,"P","3",215.799377441406,15.29674,3.354,"2",8466.66666666667,91933.3333333333
"1",10.87,"P","2",171.67741394043,92.8125,2.064,"1",983.499200642109,12398.2351879279
"1",9.1,"P","2",98.5310821533203,60.40002,2.15,"2",0,6353.64960953593
"1",34.8,"P","2",92.0708694458008,92.8125,1.118,"1",0,51401.9015192741
"1",8.45,"P","3",229.347106933594,72.193776,2.1328,"1",0,1733.33333333333
"1",4.2,"P","1",173.512893676758,46.225085,1.161,"2",180928.222336068,89051.8106143223
"1",11.36,"P","2",205.356857299805,92.8125,2.064,"1",5467.57669969132,23035.0066178401
"1",8.5,"P","2",10.5647077560425,92.8125,3.698,"1",0,4200
"2",7,"P","2",122.642929077148,92.8125,2.064,"1",0,92518.4829757626
"1",22,"P","2",176.160736083984,29.48633,1.1352,"1",200,8628.63270166175
"1",5,"P","2",60.0081634521484,92.8125,2.064,"1",62864.0056919927,633.333333333333
"2",2.1,"P","2",98.6722946166992,49.834445,1.806,"2",39171.7729489279,1875416.97412906
"2",3.5,"P","3",199.909378051758,64.83756,2.5542,"1",19700,5477.45275064663
"1",30,"K","1",46.4283752441406,12.033618,1.634,"2",0,400
"1",24,"P","2",154.202011108398,92.8125,2.322,"1",0,69511.5161730597
"2",10,"P","2",168.940048217773,50.058831,1.935,"2",2266.66666666667,11366.6666666667
"1",10.4,"P","2",170.716384887695,92.8125,0.8686,"1",8166.66666666667,20380.5054615458
"1",35,"P","2",117.874168395996,89.7375,0.946,"1",0,63269.7714403677
"1",5.1,"P","2",61.8546333312988,39.97351,2.838,"2",0,97310.6508476592
"1",7.77999999999999,"P","2",192.873046875,92.8125,2.064,"1",33.3333333333333,72581.9114920373
"1",4.5,"K","1",53.8801040649414,40.18754,0.946,"2",23300,109852.849793163
"1",5.1,"P","2",167.492294311523,85.78128,0.774,"1",0,10735.6331755718
"2",17,"K/Ka","2",93.5515213012695,20.61836,1.548,"3",97069.4228520617,6066.66666666667
"1",11.5,"P","2",50.080623626709,92.8125,2.15,"1",0,0
"1",6.6,"P","2",23.839183807373,14.21438,2.666,"2",0,0
"1",5.6,"P","2",57.8362579345703,92.8125,0.946,"1",0,18837.0514896465
"1",5,"K","1",429.426605224609,61.36878,4.5838,"1",0,41631.9355408351
"1",12,"P","2",89.6735534667969,86.601589,0.9718,"1",0,200
"1",9.04,"P","3",164.062606811523,61.07191,2.064,"2",15564.7660354152,61442.5605276152
"1",14.05,"K","1",86.1888656616211,25.081025,1.29,"2",40133.3333333333,7224.71479102969
"1",15.2,"P","2",119.847320556641,66.5625,0.989,"2",0,83866.7015354343
"1",8,"P","2",45.8148727416992,92.8125,0.946,"1",0,0
"2",5,"K","2",182.173751831055,77.0938,2.8638,"1",8633.33333333333,201008.050482596
"2",12.2,"P","2",153.235000610352,86.601589,0.9718,"1",386979.999879395,123504.695070622
"1",22,"K","1",37.3153953552246,22.5938,3.225,"2",0,32566.6666666667
"1",17.43,"K","1",49.7878532409668,41.5001,1.548,"2",0,8030.07266670465
"2",7.2,"K/Ka","1",109.711097717285,65.5313,1.6125,"1",19133.3333333333,26025.8826558789
"1",5.9,"P","2",118.415336608887,92.8125,0.5246,"1",13566.6666666667,59225.1062314647
"1",33.5,"P","2",135.825836181641,92.8125,0.8686,"1",300492.788497084,57492.393977911
"2",18,"P","2",128.123641967773,82.06253,0.774,"1",50803.8681518131,227315.286912807
"1",47,"P","2",28.3651924133301,49.72506,1.548,"2",103207.960342748,2933.33333333333
"1",18,"P","2",75.134635925293,92.8125,1.376,"1",0,26104.081355532
"1",30,"P","2",161.067276000977,55.04067,1.634,"2",233.333333333333,46617.634389177
"1",3.2,"P","2",98.6225433349609,92.8125,1.118,"1",981.763398647308,57459.0023302308
"1",9,"P","2",248.58073425293,31.229745,2.838,"2",0,23457.7551864708
"1",7,"P","2",127.801712036133,92.8125,0.8686,"1",5955.2499643527,3496.58404322577
"1",2.8,"P","2",165.237884521484,89.7375,0.946,"1",0,15966.6666666667
"1",20,"K","1",31.514835357666,18.152752,1.978,"2",0,333.333333333333
"2",16,"P","2",146.963882446289,71.231593,1.548,"1",0,8366.66666666667
"2",4.1,"P","2",33.8962211608887,49.72506,1.548,"2",0,69033.642344332
"1",28,"P","2",182.556167602539,50.058831,1.935,"2",114165.870094416,23316.011959749
"1",11.15,"P","2",106.45532989502,66.15002,0.86,"1",33.3333333333333,2031.29445910454
"2",5.3,"P","2",87.1626205444336,92.8125,0.9288,"1",0,166.666666666667
"1",6.07,"P","2",162.576187133789,92.8125,2.4854,"1",142200.638174589,5326.26011222601
"1",35,"P","2",59.1440048217773,81.0938,1.376,"1",300,1766.66666666667
"2",5.8,"P","2",178.349304199219,86.52502,0.774,"1",0,515776.240208143
"2",15.2,"P","2",166.778335571289,19.74599,2.666,"2",64881.6300586487,3853.33806072983
"1",11.3,"P","2",69.3134002685547,81.0938,1.376,"1",0,1298.79352251689
"1",7.3,"P","2",265.23046875,31.26994,1.935,"1",7500,57067.328250835
"2",12.5,"K","2",134.317596435547,45.3126,2.5628,"1",66.6666666666667,566.666666666667
"1",27.5,"P","3",210.257629394531,19.74599,2.666,"2",15600,40402.0203760835
"1",17.2,"P","2",93.5914459228516,92.8125,1.462,"1",0,557.482717682918
"2",2.1,"P","2",49.4409484863281,92.8125,0.8686,"1",142047.273869485,59133.3333333333
"1",26.6,"P","3",110.123237609863,60.47505,1.548,"2",5233.33333333333,171271.19456053
"1",4,"P","3",190.821624755859,19.74599,2.666,"2",4825.67367752393,63207.7627630051
"1",52,"P","2",59.0779838562012,81.0938,1.376,"1",300,1766.66666666667
"1",5,"P","2",49.5251808166504,92.8125,1.376,"1",0,0
"2",20,"K/Ka","2",56.6321640014648,17.81175,6.063,"1",69963.4517624974,33.3333333333333
"1",22,"P","2",145.126388549805,66.5625,1.032,"2",2200,4996.19685998017
"1",11.4,"P","3",65.0940017700195,60.40002,2.15,"2",0,6600
"1",9.2,"P","2",61.8614234924316,92.8125,0.946,"1",0,48575.8018800969
"1",29.15,"P","2",97.67578125,92.8125,0.9288,"1",0,329812.741739359
"2",4.4,"P","3",257.444519042969,53.33288,2.451,"1",2066.66666666667,23862.2327329455
"1",4.3,"P","3",149.73388671875,72.193776,2.1328,"1",0,66.6666666666667
"1",6.3,"K/P","2",165.487380981445,39.265675,1.677,"2",10548.4846358673,8700
"1",2.2,"P","2",228.234405517578,92.8125,1.806,"1",0,21.3628804932038
"1",4.66,"P","2",76.8567810058594,92.8125,2.064,"1",18466.6666666667,102100
"1",7,"P","2",71.5289306640625,92.8125,2.236,"1",262213.649263298,69033.3333333333
"2",6.1,"P","3",216.316864013672,15.8843,2.666,"2",13017.4844978688,54839.3920660882
"1",9.59,"K","2",191.566680908203,73.937227,2.322,"1",109093.088502809,60781.3570190997
"2",14.82,"P","3",206.194366455078,61.07191,2.064,"2",563022.281660989,100171.052221369
"1",0.87,"P","2",9.1148157119751,92.8125,2.408,"1",1620.36149563889,6920.25407552719
"2",41,"K/P","2",146.222503662109,38.87976,2.322,"2",67199.7153118665,166.666666666667
"1",7,"P","3",52.4725151062012,68.673455,2.15,"2",13053.0362774834,13856.7794081435
"1",11,"P","2",218.851226806641,75.28128,0.774,"1",0,180747.721930547
"1",11,"P","2",51.9399452209473,71.098175,1.29,"1",0,4633.33333333333
"1",76,"P","2",214.179702758789,92.8125,0.8686,"1",2600,31514.403505018
"1",19.5,"P","3",288.581481933594,53.33288,2.451,"1",0,18291.9810680052
"1",46,"K","2",54.204402923584,92.8125,2.6316,"1",0,4695.43706766951
"1",2.5,"K","1",145.382110595703,20.3197,1.935,"2",0,7278.27145873259
"1",3.68,"P","2",174.526397705078,92.8125,2.064,"1",0,38865.7330930854
"2",18,"P","2",175.173217773438,40.306627,1.548,"2",0,288889.987101646
"1",24.5,"P","2",168.424362182617,15.420165,2.537,"2",255424.066841591,581733.048794278
"1",10,"K","1",217.012573242188,72.193776,2.1328,"1",0,0
"2",3,"P","3",244.632293701172,34.440725,1.677,"2",4382.92252539941,152810.809499303
"2",2.1,"P","3",172.420791625977,20.52023,2.064,"1",19719.139310466,23033.3333333333
"2",15.71,"K","1",106.529312133789,12.033618,1.634,"2",33.3333333333333,2666.66666666667
"1",6.59,"K","1",174.698577880859,25.42054,1.548,"3",14076.2149271245,17407.7370396505
"1",20,"P","3",253.003616333008,17.11544,1.548,"3",0,8766.66666666667
"2",3.01,"P","2",159.166275024414,92.8125,0.5246,"1",102567.568491927,270033.5111534
"1",10,"K","1",158.980712890625,38.2776,2.795,"1",0,566.666666666667
"2",4.5,"P","2",94.4891738891602,54.34504,3.053,"1",33.3333333333333,50207.6556937788
"1",8.5,"K","1",122.607070922852,13.28666,1.548,"2",3466.66666666667,7805.90818865846
"1",5,"P","2",68.5539321899414,92.8125,3.698,"1",0,7543.46644434457
"1",23.5,"P","3",157.452865600586,42.84071,1.548,"2",0,10192.6438258561
"2",11,"P","2",70.6916427612305,14.56229,3.182,"2",295511.362181848,10668.3449249404
"2",9,"P","2",182.217468261719,92.8125,1.0664,"1",32091.2976676288,233845.48699895
"1",33,"P","2",102.525039672852,22.5938,2.838,"3",0,288556.151105921
"1",5,"P","2",14.1287851333618,13.7969,2.58,"2",32436.8975083926,1890.0776010938
"1",8,"P","2",143.106948852539,92.8125,0.8686,"1",0,2873.16465840364
"1",1.5,"P","2",71.9321823120117,92.8125,1.376,"1",0,366.666666666667
"1",10.2,"P","2",268.716217041016,66.5625,0.989,"2",0,176388.085660424
"2",19.2,"K","2",48.9928817749023,31.26994,1.935,"1",168028.439895076,3112.45806440711
"1",26.5,"P","2",62.2020072937012,39.97351,2.838,"2",149433.333333333,13373.1691063678
"1",60,"K/Ka","2",33.4358215332031,15.8843,1.376,"2",13307.5964315484,126844.713143672
"1",8,"P","2",142.697723388672,92.8125,1.118,"1",1866.66666666667,50945.9155000746
"1",4.2,"P","3",194.172073364258,17.11544,1.548,"3",2433.33333333333,211502.396943544
"1",8.5,"P","2",85.3086090087891,73.490675,0.387,"1",0,10297.6336260947
"1",14,"P","2",85.0356597900391,84.60941,0.774,"1",33.3333333333333,30352.6493692979
"1",6,"P","2",204.102508544922,13.1011,4.902,"2",8733.33333333333,2900
"2",7,"P","2",96.2378234863281,55.36254,1.634,"2",216327.561807857,641318.00706165
"1",6.5,"P","2",174.583908081055,13.1011,4.902,"2",0,42152.1925620114
"2",3.7,"P","2",32.8353996276855,86.64376,1.032,"1",30588.7333853015,60401.4095126826
"2",8.87,"P","2",194.489990234375,25.8938,5.16,"2",51930.9709662481,60930.4292297612
"1",30,"P","2",240.215454101562,86.601589,0.9718,"1",26283.8029056787,22503.5767244796
"1",8,"K/Ka","2",63.8484954833984,15.9589,0.645,"2",1426.286346217,27266.6666666667
"2",13.3,"P","2",193.793258666992,55.39069,1.634,"2",25766.6666666667,54676.5423085662
"1",9.55,"P","2",107.925811767578,85.78128,1.161,"1",0,88865.272563564
"1",5,"K","2",53.5133666992188,83.38128,0.215,"1",0,15272.8156669686
"1",55,"P","2",77.4561538696289,80.59533,1.376,"1",0,5100
"1",35,"P","2",166.708740234375,55.04067,1.634,"2",33.3333333333333,3637.12607945005
"1",24.2,"P","2",97.5209655761719,46.94383,1.505,"2",0,33.1617593765259
"1",3,"P","2",69.412223815918,92.8125,1.376,"1",0,8473.38953216871
"1",26,"K","2",95.6172943115234,13.5289,1.806,"3",133.333333333333,6751.17243481484
"1",16.24,"P","2",58.2527923583984,51.8469,0.344,"2",0,49877.9053143381
"2",9,"P","2",145.145614624023,83.43754,0.774,"1",0,8640.93713428204
"1",9.1,"P","2",74.8070526123047,72.978175,1.376,"1",0,2636.07092350721
"1",43,"K","1",169.091567993164,92.8125,2.6316,"1",0,480.714100599289
"1",5.5,"P","2",52.8349838256836,89.29689,3.268,"1",0,19877.0208416507
"1",10,"P","3",284.482360839844,19.74599,2.666,"2",0,3113.92235457897
"1",33,"P","2",146.974899291992,82.06253,0.774,"1",0,0
"1",13.96,"P","2",27.0043678283691,68.826585,1.161,"1",233.333333333333,82066.8960407376
"1",17,"K","1",43.7167549133301,72.593795,0.817,"1",15243.4136501145,0
"2",5,"P","3",279.363983154297,34.440725,1.677,"2",6066.66666666667,9233.33333333333
"2",11,"P","2",172.902008056641,64.31256,1.548,"2",66.6666666666667,400
"1",16,"P","2",54.8183441162109,71.098175,1.29,"1",142275.607903659,42664.6535734277
"2",30,"K/Ka","2",72.3288803100586,20.66434,2.15,"3",313310.306504121,23100
"1",24,"K","2",23.8670558929443,14.21438,3.44,"2",75341.4532593006,40141.9284628336
"2",10,"P","2",229.608871459961,76.44378,1.032,"1",33.3333333333333,148895.854674202
"2",35,"K","2",111.077728271484,13.03926,2.15,"2",105395.593513704,48247.4105139002
"1",3,"P","3",249.643890380859,57.517868,5.1686,"2",0,6917.70550459623
"1",7,"P","2",106.347778320312,92.8125,0.043,"1",0,37799.7877870997
"1",4.4,"P","3",297.654327392578,49.512565,8.514,"2",0,46663.882931546
"2",2,"K","1",162.297546386719,15.474275,1.419,"2",378561.447571237,226483.431996237
"1",34.5,"K/Ka","2",165.026626586914,13.6537,2.279,"1",0,118101.089557156
"2",2.57,"P","2",201.93717956543,72.88128,1.806,"1",246485.853715451,288263.025040777
"2",17,"P","2",100.891464233398,92.8125,1.0836,"1",124934.212157014,84606.5967033307
