"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"1",34.3,"K/P","2",105.252685546875,24.01026,1.978,"2",0,112178.639589421
"1",40.1,"P","2",81.9527130126953,55.67504,1.032,"2",334703.79060059,5688.81579788091
"2",3.21,"P","2",199.293090820312,25.8938,5.16,"2",17832.9657152295,5000
"1",73.1,"K","2",20.0666790008545,92.8125,2.6316,"1",0,0
"1",5,"P","2",126.035911560059,81.0938,1.376,"1",0,2035.73482194915
"2",19,"K","1",137.286209106445,59.63754,3.5088,"1",0,500
"1",6.26000000000001,"P","2",159.214813232422,92.8125,2.064,"1",11533.3333333333,177938.784123902
"1",5.5,"P","2",33.8335800170898,92.8125,1.376,"1",483.659916184843,98318.0378466078
"1",4.7,"P","2",74.1175079345703,80.59533,1.376,"1",0,8386.39479561243
"1",11,"P","2",58.1022071838379,72.978175,1.376,"1",0,33269.6635528608
"1",7,"P","2",54.3688125610352,55.59852,3.483,"2",6850.20110791859,1304.76549643402
"2",10.3,"K/Ka","2",50.5418815612793,9.5715312,6.45,"1",266.666666666667,15052.7345863171
"1",20,"P","2",118.477989196777,70.33129,0.946,"1",79427.5260127397,155984.593784624
"1",7,"P","2",43.0600204467773,46.94383,1.505,"2",33.3333333333333,66.6666666666667
"1",13,"P","2",56.0482292175293,92.8125,2.15,"1",0,52060.634560883
"2",4.9,"P","2",165.148666381836,86.601589,0.9718,"1",284728.64630572,357099.86536792
"1",16.3,"P","2",93.8023071289062,86.64376,1.032,"1",13800,28445.4216209551
"1",51.15,"K","2",68.6933517456055,69.5714428571429,2.21142857142857,"2",0,11894.302742742
"1",14,"P","2",26.5418148040771,54.87505,1.806,"2",152625.584917523,3433.33333333333
"1",70.4,"K","1",122.952758789062,45.485646,2.8036,"1",0,53166.6666666667
"1",16.5,"P","2",53.343074798584,72.978175,1.376,"1",0,691.840885939018
"1",13.2,"P","2",64.8131790161133,89.7375,0.946,"1",62411.1865120067,21304.6636741608
"1",9.14,"K/P","2",99.9528350830078,32.979955,1.677,"2",33.3333333333333,19254.0030558904
"1",20,"P","2",219.220153808594,71.231593,1.548,"1",14199.1229024502,48768.8126902989
"1",5,"K/Ka","2",163.113433837891,92.8125,2.064,"1",0,0
"1",6,"K/P","1",119.632637023926,92.8125,1.0664,"1",0,8281.64150396672
"1",5.35,"P","2",69.3692855834961,92.8125,1.376,"1",0,2200
"1",14.8,"P","2",184.565643310547,77.0938,1.032,"1",0,3703.43889041493
"2",11.5,"P","2",59.0036964416504,72.378175,1.376,"1",0,33.3333333333333
"1",3.1,"P","2",251.26496887207,92.8125,0.774,"1",25985.2143714374,22033.3333333333
"1",8,"P","2",109.940040588379,13.10458,1.548,"1",0,13833.3333333333
"1",21,"P","2",227.145904541016,76.44378,1.032,"1",33.3333333333333,94621.6807143864
"1",27.97,"K","1",95.2789764404297,92.8125,1.548,"1",0,24833.3333333333
"1",26,"K/P","1",113.619888305664,42.93911,1.935,"2",0,0
"1",23.09,"P","2",56.3782386779785,68.71567,0.946,"1",0,1100
"1",11.96,"P","2",51.2995681762695,92.8125,0.9288,"1",0,1962.94994927011
"1",17,"K","1",168.51220703125,54.12505,0.645,"2",100,15460.8804315329
"2",10,"P","2",99.3792495727539,22.84962,2.838,"3",319853.004073589,83698.6817236311
"2",8.5,"K","2",97.1646499633789,12.99288,1.548,"2",6233.33333333333,293645.071335019
"1",6.08,"K/P","1",79.0717010498047,15.8843,1.032,"2",300505.858160866,9666.66666666667
"1",8,"K/Ka","2",90.9658889770508,37.20479,1.29,"2",0,4711.57400893668
"1",0.1,"P","2",71.1826477050781,92.8125,0.946,"1",0,8966.66666666667
"2",9,"P","2",170.278884887695,92.8125,0.774,"1",119862.835910145,27500
"1",37.8,"K/Ka","2",211.732498168945,12.99288,1.548,"2",0,0
"2",29,"K/Ka","1",95.1258010864258,13.28666,1.548,"2",21920.260390272,271.959227820238
"1",10,"P","2",192.983596801758,92.8125,0.129,"1",14966.6666666667,20296.589475404
"2",20.2,"K","2",142.751037597656,28.53758,1.634,"3",433.333333333333,1033.33333333333
"1",16.6,"P","2",69.1435852050781,69.50005,0.86,"1",3768.30716530482,5716.65271293047
"1",9,"P","2",50.9101028442383,57.17819,1.677,"2",0,28856.0959943203
"1",57,"P","2",184.920166015625,92.8125,0.8686,"1",466.666666666667,562.226569652557
"2",9.5,"P","2",150.076934814453,55.36254,1.634,"2",10209.1932141678,349422.2340979
"1",48.5,"P","2",74.8588180541992,55.67504,1.032,"2",41522.3364024074,12078.1347182424
"1",9.5,"P","2",144.569946289062,92.8125,0.8686,"1",0,23477.1676305455
"1",13,"P","3",243.015426635742,58.48131,1.29,"2",0,0
"1",4,"P","2",74.7086791992188,84.95315,0.774,"1",0,6524.3809261532
"1",15.5,"K","1",26.0404205322266,36.065705,2.021,"1",0,0
"2",2.5,"P","3",218.757736206055,64.83756,2.5542,"1",212.080284891029,34196.7984050512
"2",6,"P","2",79.6139755249023,14.4927,1.72,"2",374468.031617943,65401.2729711549
"1",22.73,"P","2",50.3108177185059,92.8125,1.376,"1",0,46488.8563347894
"1",20,"K/Ka","2",173.662322998047,22.5938,2.3822,"1",6405.16617229829,15233.3333333333
"1",2.1,"P","3",167.739990234375,53.33288,2.451,"1",66.6666666666667,0
"1",10.1,"P","2",70.2424240112305,12.9465,5.16,"1",0,2975.08381757264
"1",4,"P","2",57.8017272949219,71.831295,2.279,"2",120571.76366281,124.556654691696
"1",13.5,"P","3",237.326370239258,54.37193,1.548,"2",0,7800
"1",4,"P","2",207.97477722168,86.601589,0.9718,"1",0,37033.3333333333
"1",9.3,"P","2",50.941822052002,90.46876,1.118,"1",0,7800
"1",37,"P","2",166.423675537109,54.8813,0.86,"2",23897.8534972761,87329.4444182267
"1",15,"K","1",328.546325683594,50.29695,1.9522,"1",0,33.3333333333333
"1",6.95,"K","1",202.935073852539,67.048465,0.3182,"1",0,0
"1",15,"K","2",146.338363647461,13.1011,16.942,"1",0,5721.81975436785
"1",8.79,"P","2",58.8939590454102,55.59852,3.483,"2",0,125287.005061647
"1",6.75,"P","3",270.714416503906,13.03926,2.15,"2",14662.2954354544,60757.2620987892
"1",6.86,"K/Ka","1",230.643203735352,22.5938,2.15,"3",0,6114.27891254425
"2",32,"P","2",130.055572509766,46.225085,1.161,"2",0,2919.09063048661
"2",12,"K","1",37.168758392334,35.57039,1.333,"1",33.3333333333333,166.666666666667
"1",33,"P","2",184.483016967773,86.601589,0.9718,"1",9366.94872015511,27090.7237457034
"1",4.39,"P","2",50.1704063415527,31.9438,1.505,"1",0,0
"1",8.6,"P","2",81.7299652099609,22.5938,3.225,"2",0,249634.760698055
"1",2.47,"P","2",137.945022583008,46.1876,2.15,"2",6479.59843718757,5530.52400056234
"2",6.71,"P","2",156.511489868164,81.0938,0.774,"1",209128.022650179,44011.9558262367
"2",35.3,"P","2",84.9773712158203,31.26994,1.935,"1",0,2066.66666666667
"1",52,"K","2",90.7159271240234,92.8125,2.6316,"1",0,0
"1",4.5,"P","3",369.428405761719,20.52023,2.064,"1",0,3333.33333333333
"1",6.9,"P","3",189.110214233398,63.57035,1.419,"1",10831.1517801291,202684.930703292
"1",10,"P","3",156.10871887207,28.28132,3.053,"1",0,77763.2776275811
"1",10.3,"P","2",180.613586425781,92.8125,0.8686,"1",26507.8887257453,133.333333333333
"2",5.5,"P","3",239.220184326172,20.52023,2.064,"1",17.6844116300344,11900
"1",1,"P","3",148.533508300781,64.78444,1.5652,"1",0,63304.2134589677
"1",8,"P","2",170.834411621094,92.8125,2.064,"1",0,50446.2632912056
"1",16.8,"P","2",144.587936401367,13.1011,4.902,"2",0,0
"1",29,"K","2",121.607391357422,28.53758,1.634,"3",0,2796.30559088546
"1",9,"P","2",43.2319679260254,15.474275,1.419,"2",0,4233.33333333333
"1",17,"P","2",209.482269287109,92.8125,1.806,"1",0,28700
"1",62,"P","3",484.654602050781,53.33288,2.451,"1",33.3333333333333,466.666666666667
"2",5,"P","2",181.757659912109,92.8125,2.064,"1",27349.8821417491,7554.43460511354
"1",31,"P","2",152.46858215332,86.64376,1.032,"1",0,0
"1",3.6,"P","3",189.794906616211,63.57035,1.419,"1",0,29761.9941125313
"1",27,"K/Ka","2",236.667266845703,20.369375,1.333,"1",0,43724.4581318771
"1",24,"K","1",84.248649597168,39.93601,1.419,"1",0,418.393899997075
"1",70,"P","2",179.599395751953,19.74599,2.666,"2",19800,10066.6666666667
"1",70,"P","2",75.4076538085938,92.8125,0.8686,"1",1593.64274144173,9821.62530224693
"1",2.9,"K/Ka","2",146.491104125977,22.5938,2.236,"1",0,90.1969298409919
"1",12.3,"P","2",79.378044128418,92.8125,0.7826,"1",333.333333333333,66.6666666666667
"1",26.78,"P","2",68.6424865722656,73.490675,0.387,"1",25675.0013919584,24343.5527581411
"2",14,"P","2",194.167190551758,19.74599,2.666,"2",25795.5625000177,106612.295014461
"1",6.04,"P","3",297.958953857422,53.33288,2.451,"1",8260.49704124374,10761.3946083312
"1",8,"K","1",432.354705810547,72.193776,2.1328,"1",0,566.666666666667
"1",1.5,"P","3",221.45556640625,72.88128,1.806,"1",0,6733.33333333333
"1",10,"K","1",117.804405212402,44.81885,3.096,"2",33.3333333333333,366.666666666667
"2",4.8,"P","2",100.874664306641,22.5938,5.16,"3",171996.963459325,288208.630200966
"2",49.4,"P","2",36.1833686828613,13.93606,2.494,"2",173199.572491226,6866.66666666667
"2",6,"P","2",142.196823120117,92.8125,0.8686,"1",42233.783714075,8399.09438757071
"1",4.09,"P","2",91.503791809082,78.66567,1.548,"1",21666.6666666667,47685.3579819202
"2",3,"K","2",23.8282070159912,14.743188,1.376,"2",607976.272402796,2433.33333333333
"1",1.61,"P","2",188.123764038086,25.8938,5.16,"2",200,29705.3562959035
"1",12,"K/Ka","1",100.916580200195,22.5938,2.236,"1",1733.33333333333,0
"2",4.8,"P","2",63.4181747436523,55.36254,1.634,"2",138762.912218084,232465.775735969
"1",15.59,"P","3",199.857177734375,72.88128,1.806,"1",49909.1791850553,35652.2733800113
"1",6,"P","2",20.6042537689209,92.8125,2.408,"1",33.3333333333333,0
"1",5,"P","2",116.382301330566,92.8125,0.8686,"1",0,17053.4366509508
"2",3.1,"P","2",125.848335266113,25.8938,5.16,"2",179581.680143301,61973.8303514081
"1",3.69,"P","2",194.105941772461,22.5001,10.32,"1",0,19399.4609409633
"1",4,"P","3",482.856414794922,53.33288,2.451,"1",0,7881.9210776904
"2",10.6,"P","2",151.382400512695,92.8125,0.5246,"1",0,1215.7491226991
"1",41,"K","2",168.112579345703,92.8125,2.6316,"1",0,6300
"1",15.5,"P","2",374.470123291016,52.87194,1.032,"1",0,0
"2",6,"P","3",267.033508300781,34.440725,1.677,"2",16260.3720277548,15675.1151760264
"1",1.9,"P","3",90.5384140014648,63.57035,1.419,"1",0,14299.980382078
"1",4.73,"P","2",20.4304466247559,89.29689,3.268,"1",2833.33333333333,261114.311683116
"1",8.5,"P","2",85.4942779541016,86.95315,0.946,"1",0,22698.3204617786
"1",4.5,"K","1",68.6947021484375,13.28666,1.548,"2",935.798807442188,217949.140479086
"1",15,"P","2",91.3906784057617,92.8125,0.9288,"1",0,1279.14099122087
"1",3.2,"P","3",184.466110229492,80.6938,0.774,"1",0,4283.97481267651
"2",39.77,"K/Ka","2",168.525863647461,24.6838,1.935,"2",0,37304.6120469769
"1",6,"P","2",78.3681640625,92.8125,1.29,"1",0,184726.789196373
"1",6.5,"K","1",126.91276550293,15.8843,1.548,"2",195245.397781637,0
"1",35,"P","2",99.3740692138672,88.882825,0.645,"1",0,100
"1",17.5,"K","1",103.647003173828,14.4154,1.72,"2",0,3800
"2",4,"P","2",110.778007507324,74.237853,1.548,"1",2233.33333333333,25733.3333333333
"1",9,"P","2",20.8377552032471,73.82815,0.946,"1",72653.0472148326,5563.57006542385
"1",5.77,"P","2",188.547454833984,92.8125,1.247,"1",26892.7560142564,17142.8749591112
"1",16.5,"P","2",28.4095306396484,92.8125,0.946,"1",33.3333333333333,0
"1",8.44,"P","2",81.4402923583984,86.95315,0.516,"1",35027.4004426397,3316.06682497853
"2",13,"P","2",179.076324462891,69.00005,1.032,"1",0,15801.76262483
"2",10.73,"P","2",111.159393310547,48.429715,0.989,"2",0,12855.5571175646
"1",1.01,"P","2",0,92.8125,2.408,"1",0,400
"1",2.19999999999999,"P","2",158.185150146484,25.8938,5.16,"2",0,400
"1",10.85,"P","2",186.72135925293,92.8125,1.247,"1",0,8366.66666666667
"1",55,"P","2",66.9829940795898,53.74695,0.86,"1",0,5401.57202156261
"1",6,"P","2",67.1014556884766,92.8125,3.698,"1",0,90433.3333333333
"1",29.21,"P","2",85.1591033935547,92.8125,1.118,"1",0,33506.7895667058
"2",14.56,"P","3",70.024543762207,74.73441,4.386,"2",180494.638057689,58094.0485611558
"1",8.68,"P","2",13.9187355041504,85.78128,1.032,"1",33.3333333333333,289.644802175462
"1",17,"P","2",61.635066986084,92.8125,1.376,"1",0,0
"1",5.7,"P","2",193.336181640625,13.1011,4.902,"2",2133.33333333333,4966.66666666667
"1",9,"P","2",224.167297363281,92.8125,1.978,"1",0,12766.6666666667
"2",4.2,"P","2",173.488784790039,31.26994,1.935,"1",6431.74149266755,2621.68283232798
"1",6.5,"P","3",174.484771728516,13.00061,0.989,"1",0,32925.1449043321
"1",5.92,"P","2",75.8605041503906,92.8125,0.9288,"1",0,0
"1",12,"P","2",93.7570114135742,62.2344,1.72,"2",0,66.6666666666667
"1",32.8,"P","2",216.916198730469,92.8125,0.8686,"1",0,0
"1",10.3,"K/Ka","1",82.9983901977539,23.578175,1.892,"1",1066.66666666667,0
"1",7.5,"P","2",120.111938476562,86.95315,0.1806,"1",0,0
"1",4.98,"P","2",175.128311157227,92.8125,2.4854,"1",0,155478.177331591
"1",9.1,"P","2",43.8188209533691,72.978175,1.376,"1",1835.26983936366,34665.9860902311
"1",95.5,"P","1",208.924011230469,29.48633,1.1352,"1",6.53171588977178,0
"1",0,"K/Ka","2",57.0020332336426,20.369375,1.333,"1",8782.37236123532,53378.9957520552
"1",23.2,"K","1",83.5404815673828,54.34504,3.053,"1",0,10133.7418126563
"1",19,"P","2",137.27897644043,65.5813,0.86,"1",0,46574.1519351124
"1",3.14,"P","2",157.521469116211,52.53756,2.064,"1",0,200
"1",6,"P","2",129.985946655273,92.8125,0.5246,"1",11964.6059155464,89061.5758768399
"1",9.07,"P","2",71.6938858032227,46.94383,1.505,"2",165700.898570851,5200
"1",15.93,"P","2",206.076751708984,92.8125,2.064,"1",66.6666666666667,0
"1",57.1,"P","2",147.809722900391,22.84962,2.838,"3",165819.05147618,489708.452018805
"1",11,"P","2",229.219680786133,55.04067,1.634,"2",2166.66666666667,53826.382889847
"1",29,"P","3",136.494018554688,45.000075,4.515,"2",0,6554.98845974604
"1",6,"P","2",67.2076568603516,49.72506,1.548,"2",270978.022346327,566.666666666667
"1",21,"K","1",196.456115722656,59.7188,1.6168,"1",100,7404.10643468301
"1",8.5,"P","2",53.9816284179688,92.8125,2.15,"1",0,10133.3333333333
"1",3.73,"P","2",111.599685668945,84.95315,3.01,"1",0,0
"2",14,"P","2",93.5792846679688,13.1011,4.902,"2",207631.449903622,1330372.1887517
"2",33.51,"K/Ka","2",165.843246459961,20.51536,1.032,"1",0,5035.67916709192
"2",42,"P","2",94.3304901123047,25.6328,1.72,"2",361093.494817965,5608.40919761298
"2",4.65,"K","1",116.015731811523,22.5938,2.3822,"1",0,533.333333333333
"1",14,"P","2",128.600860595703,14.56229,3.182,"2",913.959721103311,4436.73883577188
"1",7.2,"P","2",64.1010437011719,84.023475,1.29,"1",0,8135.54751078288
"1",13,"P","2",99.2226104736328,86.601589,0.9718,"1",0,27556.1120758764
"2",16.79,"P","3",208.338043212891,54.37193,1.548,"2",0,11984.2983427923
"2",9.22,"P","2",181.010162353516,56.44382,2.15,"1",108692.030968556,81990.4608737677
"1",15,"P","1",192.3779296875,46.225085,1.161,"2",54616.0337130229,12066.6666666667
"2",35,"P","2",135.381195068359,32.983565,3.01,"1",0,0
"1",13,"P","2",167.270172119141,89.7375,0.946,"1",29392.0156374574,7939.82636208336
"1",18,"P","2",174.95622253418,74.237853,1.548,"1",5039.63407874107,8582.41594823388
"2",17.2,"P","3",262.48583984375,42.84071,1.548,"2",4566.66666666667,18202.5130485495
"2",8,"P","2",201.17707824707,92.8125,0.5246,"1",0,74866.1277321245
"2",7.5,"K/Ka","2",207.301498413086,29.69186,5.719,"1",1207.79762378273,10124.1527172892
"1",25,"K","1",37.1528244018555,14.054969,2.2704,"2",0,2633.33333333333
"1",3,"P","3",233.961898803711,27.492265,1.548,"2",0,18393.3687659601
"1",40,"P","2",76.9969253540039,92.8125,0.5246,"1",0,16231.9132551551
"1",50,"P","2",69.952751159668,72.978175,1.376,"1",0,166.666666666667
"1",65,"K","1",70.7479553222656,30.332043,1.634,"2",0,12500
"2",6.5,"P","2",156.962936401367,13.1011,4.902,"2",28813.3193970545,995814.397597141
"1",11,"P","2",77.0877685546875,92.8125,1.075,"1",100,233.568004223829
"2",40,"K/Ka","2",115.299835205078,29.69186,5.719,"1",0,23423.817545456
"2",28,"P","2",189.615219116211,77.0938,2.8638,"1",115268.408027406,126490.331605154
"2",4.7,"P","2",105.08780670166,42.4376,2.322,"2",17600,1423533.86591406
"1",25,"K","1",39.8875160217285,28.431975,1.118,"1",57146.7502687444,27233.3333333333
"1",47.15,"K","1",212.823257446289,45.3126,1.29,"2",0,0
"1",16,"P","2",179.17610168457,92.8125,0.8686,"1",0,0
"1",1.95,"P","2",166.509796142578,28.49742,2.193,"3",10707.0217737307,27983.6753239912
"1",5.3,"P","2",195.775451660156,66.5625,1.032,"2",0,28671.6691772143
"1",6,"P","2",8.06942176818848,92.8125,1.376,"1",12553.2459628277,51520.7155083617
"1",10,"P","2",116.051658630371,12.9465,1.548,"1",0,10033.3333333333
"1",4,"P","2",147.421890258789,31.26994,1.935,"1",5900.51660140355,6725.13162232935
"1",7.69,"P","2",117.619834899902,92.8125,1.29,"1",0,33.3333333333333
"1",50,"P","3",83.4330749511719,63.57035,1.419,"1",0,0
"1",39,"P","2",91.3906784057617,92.8125,0.9288,"1",0,1279.14099122087
"1",62,"K","2",112.084548950195,20.51536,1.032,"1",0,5766.66666666667
"2",8.7,"P","2",153.122451782227,21.29248,1.978,"3",169245.290582287,74453.0482066562
"1",9.7,"P","2",48.5447425842285,59.000055,1.032,"2",99165.1698482145,30578.4682219227
"1",5.4,"P","3",535.151000976562,15.1885,3.612,"2",1652.09650018563,13697.8916260724
"1",25,"K","2",103.788452148438,66.5625,2.15,"2",0,25837.4492583952
"1",20,"P","2",87.7469711303711,49.72506,1.548,"2",9955.45276744912,14317.2019312779
"1",13,"K","2",147.890777587891,66.5625,2.15,"2",4633.33333333333,0
"2",11.7,"P","3",267.224151611328,53.33288,2.451,"1",0,47265.8655360807
"1",3.54,"P","2",248.461471557617,92.8125,1.548,"1",7100,5789.37869763928
"1",34.9,"P","3",188.920715332031,36.53135,1.548,"2",6481.64883197072,72627.2459982016
"1",2,"P","2",205.932098388672,92.8125,0.5246,"1",12617.6884485409,19133.3333333333
"1",8.01,"P","2",125.129722595215,15.8843,2.15,"2",223710.137006445,1038.76107347508
"1",2.37,"P","2",114.01741027832,92.8125,2.4854,"1",0,5900
"1",8.5,"P","2",234.386154174805,72.193776,2.1328,"1",66.6666666666667,1128.6129704987
"2",8,"P","2",200.390274047852,92.8125,0.8686,"1",4025.64287639689,22933.3333333333
"2",7.5,"K","1",26.0221843719482,14.21438,3.44,"2",540663.364356234,6466.66666666667
"1",1.5,"P","2",113.793609619141,69.67502,1.548,"1",0,22364.6310744109
"2",11.1,"P","2",136.514465332031,50.058831,1.935,"2",369940.4926138,61728.1266493442
"2",18,"P","3",221.910980224609,40.3407,1.548,"2",466.666666666667,466.666666666667
"1",5.5,"P","2",173.944427490234,66.5625,0.989,"2",0,0
"1",10,"K/Ka","2",17.1142768859863,14.21438,3.44,"2",621108.394940735,198625.683951556
"1",15.34,"P","2",3.93917441368103,49.5063,1.548,"2",0,7200
"2",7.15,"P","2",72.2599716186523,56.846915,3.354,"2",166182.630299659,318777.781288807
"1",3,"P","2",170.078170776367,92.8125,0.5246,"1",0,24933.3333333333
"1",11.02,"P","2",100.312561035156,92.8125,1.462,"1",0,0
"2",2.5,"P","3",201.265319824219,15.1885,3.612,"2",23751.3183653355,30200
"2",2.45,"P","3",146.152084350586,26.72737,4.128,"3",426216.725370477,179655.612973542
"1",4.5,"P","2",102.691558837891,92.8125,1.29,"1",0,14769.1644523293
"1",4.3,"P","2",109.402214050293,92.8125,1.376,"1",0,166.666666666667
"1",26.05,"P","2",182.028335571289,92.8125,0.5246,"1",0,26118.0138760557
"1",66.5,"K","2",87.4338607788086,92.8125,2.6316,"1",0,5569.46512457604
"1",80,"K","2",82.9291763305664,37.20479,1.29,"2",0,155629.31093558
"1",16.06,"K/P","2",137.126037597656,32.979955,1.677,"2",0,62717.8803032304
"2",11.4,"P","3",291.742858886719,55.58129,1.806,"1",4625.28190766073,96446.2827797901
"1",8.5,"P","3",173.094772338867,58.48131,1.29,"2",0,3585.28523260417
"1",14,"P","2",113.612503051758,92.8125,0.8686,"1",0,29309.1214828659
"1",3,"K/Ka","2",44.9871253967285,31.9438,1.505,"1",0,31247.1452381442
"1",3.35,"P","2",53.5685958862305,73.101585,11.61,"3",80638.9173089294,46504.0485426397
"1",4.62,"P","2",57.0170822143555,12.9465,4.171,"2",125964.412562291,23933.3333333333
"2",44.6,"K/Ka","2",104.065773010254,15.88649,0.774,"2",220031.798328242,40278.2995104169
"1",9.2,"K","2",19.2443389892578,14.21438,3.44,"2",0,4200
"1",3.9,"P","2",168.337493896484,13.1011,4.902,"2",2733.06740323702,4566.66666666667
"1",40,"K","2",117.748992919922,52.9844,3.225,"2",2433.33333333333,34466.4598743121
"1",23.6,"K","2",15.8410882949829,14.21438,3.44,"2",204919.089804512,0
"1",48,"P","2",96.3796463012695,54.80008,0.86,"1",0,4333.33333333333
"1",12.3,"P","3",125.692207336426,54.37193,1.548,"2",0,26951.2951552868
"1",4.2,"K","1",304.557678222656,72.193776,2.1328,"1",0,33.3333333333333
"1",12.5,"K","2",156.373886108398,83.38128,0.215,"1",0,22266.6666666667
"2",2.5,"P","3",166.585220336914,22.626716,9.5632,"1",814645.425107626,126402.929087387
"2",2.6,"P","2",99.2564163208008,46.94383,1.505,"2",103981.661541605,66.6666666666667
"1",19,"P","2",129.141952514648,47.35945,1.548,"2",3134.50902973612,28817.9945603789
"1",3,"P","3",244.70964050293,57.517868,5.1686,"2",0,15256.9415126617
"1",3.8,"P","2",109.012985229492,70.77502,1.548,"1",33.3333333333333,16782.195772479
"1",2,"P","2",73.4560317993164,60.40002,2.15,"2",0,143.526606657542
"1",8.93,"P","2",13.0423984527588,52.8795,2.236,"1",0,39174.3304862705
"2",14,"K","2",99.6166763305664,20.66434,2.15,"3",236688.714053434,229696.66390162
"1",4.27,"P","2",159.287612915039,92.8125,2.064,"1",28960.1753089505,166.666666666667
"1",24,"K","1",17.6071968078613,14.21438,3.44,"2",0,7400
"2",16,"P","2",38.3978118896484,72.978175,1.376,"1",2533.33333333333,28014.1814010839
"1",3,"P","2",31.4105453491211,50.058831,1.935,"2",466.666666666667,200
"1",10,"P","2",72.8764495849609,72.978175,1.376,"1",0,21359.9190624373
"2",54,"K","1",84.393196105957,17.81175,6.063,"1",0,578.379092613856
"1",5.5,"P","2",36.3929252624512,92.8125,1.376,"1",33.3333333333333,3600
"1",23,"P","2",54.8250427246094,86.95315,1.376,"1",0,8755.45367474009
"1",14,"P","2",112.992012023926,64.31256,1.548,"2",0,170014.011526376
"1",10.5,"K","2",194.364181518555,83.38128,0.215,"1",4300,741.040499384205
"2",10,"P","2",124.219131469727,52.53756,1.634,"2",107378.760971998,6670.08496504277
"2",4.4,"P","2",109.50114440918,22.84962,2.838,"3",182560.369620486,283468.430965971
"1",23,"P","2",233.52587890625,86.601589,0.9718,"1",233.333333333333,65224.0473831872
"1",15.2,"P","2",56.1152114868164,92.8125,0.7826,"1",0,4011.44197098911
"1",40,"P","3",178.661880493164,19.74599,2.666,"2",14900,281554.829914271
"2",6,"P","2",139.15104675293,92.8125,1.0664,"1",11833.3333333333,333534.548448062
"2",3.65,"P","2",55.125732421875,55.36254,1.634,"2",71474.1365776567,81131.9834334698
"1",47.5,"P","2",113.862373352051,88.882825,0.645,"1",0,0
"1",36.5,"K","2",152.819747924805,69.27189,2.408,"1",0,600
"2",4.04,"P","3",113.419799804688,61.07191,2.064,"2",121906.987788652,176176.305540608
"1",9,"P","2",54.0569305419922,86.95315,3.268,"1",0,200
"1",31,"P","3",275.173492431641,55.58129,1.806,"1",3100,10100
"1",3.6,"P","2",81.7196807861328,22.5938,3.225,"2",0,249496.555507005
"1",6.08,"P","2",78.5515441894531,43.574127,1.72,"2",0,1913.05984873519
"1",9,"P","2",201.704727172852,16.80542,1.634,"3",0,23236.8059900686
"1",3.5,"P","2",144.495071411133,86.64376,1.032,"1",0,4300
"1",21,"P","2",188.626449584961,74.237853,1.548,"1",54633.3333333333,3766.66666666667
"1",9,"K","1",324.202850341797,50.29695,1.9522,"1",0,11372.3902587779
"1",19,"P","2",200.34504699707,92.8125,0.5246,"1",10700,25724.9164326427
"1",23,"P","2",64.9577713012695,92.8125,1.032,"1",5119.09074409244,9113.58768840631
"1",15,"P","3",136.354888916016,36.53135,1.548,"2",34562.588579425,6516.08344912529
"2",18.5,"K/Ka","2",160.119354248047,22.5938,2.236,"1",5800,8606.08668853529
"2",13.7,"P","2",37.7207908630371,45.65005,1.548,"2",484558.192789757,51633.3333333333
"1",11.4,"P","2",71.4491195678711,83.38128,0.258,"1",198351.052794627,33480.2427557142
"1",10,"P","2",120.680358886719,19.69961,3.354,"3",0,166.666666666667
"1",8,"P","2",215.504501342773,92.8125,1.892,"1",0,21433.3333333333
"2",14,"P","2",149.37141418457,13.03926,2.15,"2",0,67515.1396940773
"1",54,"K","2",88.5224685668945,92.8125,2.6316,"1",0,0
"1",16,"P","2",56.8167610168457,85.78128,1.032,"1",0,4866.66666666667
"1",13.82,"K/Ka","3",196.602478027344,21.92285,3.182,"3",100,80804.8811203179
"1",7.2,"K","2",156.118530273438,83.38128,0.215,"1",5933.33333333333,13342.8577683866
"1",5.8,"P","2",181.715545654297,66.5625,0.989,"2",0,48107.3505736664
"1",12.1,"P","2",97.0261001586914,92.8125,0.7826,"1",0,15210.7203127195
"1",76.9,"P","2",165.279571533203,19.74599,2.666,"2",53896.5779093405,21966.6666666667
"1",9,"P","2",49.1471824645996,92.8125,0.774,"1",0,66.6666666666667
"1",22,"P","2",289.878051757812,46.2626,0.559,"1",0,17663.8919875026
"2",11,"K/Ka","2",116.625,22.5938,2.236,"1",166.666666666667,2700
"1",10,"P","2",122.483749389648,92.8125,1.892,"1",11100,128.548990686735
"1",10.7,"P","2",6.75127696990967,92.8125,2.408,"1",0,0
"2",5,"P","2",179.195663452148,85.78128,3.096,"1",133.333333333333,258.86202454567
"2",5,"P","3",194.861312866211,45.845405,1.548,"2",14747.8145682719,56959.9845499111
"2",14.19,"P","2",101.339790344238,92.8125,1.376,"1",68097.9459528753,9335.39318169157
"2",17,"P","2",137.270080566406,92.8125,0.5246,"1",186788.975429001,14072.8726393509
"1",4,"P","3",385.089752197266,53.33288,2.451,"1",0,3233.33333333333
"2",25,"K","2",120.756927490234,12.033618,1.634,"2",0,5033.33333333333
"1",37.53,"P","2",108.406929016113,46.65558,0.86,"2",0,5567.40295638641
